dm_id,kod_loc,nama_loc
21,981709040,LRG KIAMBANG
21,981709041,JLN PUSAT NIAGA
21,981709043,LRG MAWAR
21,981709701,POLIS
21,981709801,PEMILIH TAK HADIR
22,981710001,JLN SG 2/1 - 5
22,981710002,JLN SG 2/6 - 10
22,981710003,JLN SG 3/1 - 10
22,981710004,JLN SG 3/11 - 19
22,981710005,JLN SG 4/1 - 11
22,981710006,JLN SG 5/1 - 7
22,981710007,JLN SG 6/1 - 9
22,981710008,JLN SG 6/10 - 15
22,981710009,JLN SG 7/1 - 10
22,981710010,JLN SG 7/11 - 21
22,981710011,JLN LINTANG
22,981710012,JLN S/G  2/1
22,981710013,JLN S/G  2/2
22,981710014,JLN S/G  2/3
22,981710015,JLN S/G  2/4
22,981710016,JLN S/G  2/5
22,981710017,JLN S/G  2/6
22,981710018,JLN S/G  2/7
22,981710019,JLN S/G  2/8
22,981710020,JLN S/G  2/9
22,981710021,JLN S/G  2/10
22,981710026,JLN S/G  3/8
22,981710027,JLN S/G  3/12
22,981710028,JLN S/G  3/16
22,981710029,JLN S/G  4/1
22,981710030,JLN S/G  4/2
22,981710031,JLN S/G  4/3
22,981710032,JLN S/G  4/4
22,981710033,JLN S/G  4/5
22,981710034,JLN S/G  4/6
22,981710035,JLN S/G  4/7
22,981710036,JLN S/G  4/8
22,981710037,JLN S/G  4/9
22,981710038,JLN S/G  4/10
22,981710040,JLN S/G  5/1
22,981710041,JLN S/G  5/3
22,981710042,JLN S/G  5/4
22,981710043,JLN S/G  5/5
22,981710044,JLN S/G  5/6
22,981710045,JLN S/G  5/7
22,981710046,JLN S/G  5/2
22,981710047,JLN S/G 6/2
22,981710048,JLN S/G  6/3
22,981710049,JLN S/G  6/4
22,981710050,JLN S/G  6/5
22,981710051,JLN S/G  6/6
22,981710052,JLN S/G  6/7
22,981710053,JLN S/G  6/8
22,981710054,JLN S/G  6/9
22,981710055,JLN S/G  6/10
22,981710056,JLN S/G  6/11
22,981710057,JLN S/G  6/12
22,981710058,JLN S/G  6/14
22,981710059,JLN S/G  6/15
22,981710062,JLN S/G  7/3
22,981710063,JLN S/G  7/4
22,981710064,JLN S/G  7/5
22,981710065,JLN S/G  7/6
22,981710066,JLN S/G  7/7
22,981710067,JLN S/G  7/8
22,981710068,JLN S/G  7/9
22,981710069,JLN S/G  7/10
22,981710070,JLN S/G  7/11
22,981710071,JLN S/G  7/12
22,981710072,JLN S/G  7/14
22,981710073,JLN S/G  7/15
22,981710074,JLN S/G  7/16
22,981710075,JLN S/G  7/17
22,981710076,JLN S/G  7/18
22,981710077,JLN S/G  7/19
22,981710801,PEMILIH TIDAK HADIR
23,981711001,JLN 1 - 9 TMN BERJAYA
23,981711002,JLN 1 - 9 TMN GOMBAK
23,981711003,JLN 10 - 15 TMN GOMBAK
23,981711004,TMN GOMBAK TAMBAHAN
23,981711005,JLN SELASEH 1 - 9
23,981711006,JLN SELASEH 10 - 14
23,981711007,TMN GOMBAK RIA
23,981711008,KG SELASEH
23,981711009,TMN MELEWAR INDAH
23,981711011,JLN BERJAYA 1
23,981711012,JLN BERJAYA 2
23,981711013,JLN BERJAYA 3
23,981711014,JLN BERJAYA 4
23,981711015,JLN BERJAYA 5
23,981711016,JLN BERJAYA 6
23,981711017,JLN BERJAYA 9
23,981711018,JLN TMN GOMBAK
23,981711019,JLN 1 TMN GOMBAK
23,981711020,JLN 2 TMN GOMBAK
23,981711022,JLN 4 TMN GOMBAK
23,981711023,JLN 5 TMN GOMBAK
23,981711024,JLN 6 TMN GOMBAK
23,981711025,JLN 7 TMN GOMBAK
23,981711026,JLN 8 TMN GOMBAK
23,981711027,JLN 9 TMN GOMBAK
23,981711028,JLN 10 TMN GOMBAK
23,981711030,JLN 12 TMN GOMBAK
23,981711031,JLN 13 TMN GOMBAK
23,981711032,JLN 14 TMN GOMBAK
23,981711033,JLN 15 TMN GOMBAK
23,981711034,JLN SELASEH TMN SELASEH
23,981711035,JLN SELASEH 1
23,981711036,JLN SELASEH 2
23,981711037,JLN SELASEH 3
23,981711039,JLN SELASEH 5
23,981711040,JLN SELASEH 6
23,981711042,JLN SELASEH 8
23,981711044,JLN SELASEH 10
23,981711045,JLN SELASEH 11
23,981711046,JLN SELASEH 12
23,981711047,JLN SELASEH 13
23,981711048,JLN SELASEH 14
23,981711049,JLN GOMBAK RIA 1 TMN GOMBAK RIA
23,981711050,JLN GOMBAK RIA 2 TMN GOMBAK RIA
23,981711051,JLN GOMBAK RIA 2 A TMN GOMBAK RIA
23,981711052,JLN GOMBAK RIA 3 TMN GOMBAK RIA
23,981711054,JLN GOMBAK RIA 8 TMN GOMBAK RIA
23,981711056,"JLN CHANGKAT MULIA, TMN CHANGKAT"
23,981711801,PEMILIH TIDAK HADIR
24,981712001,JLN GOMBAK BT 9 / LDG KAM SENG
24,981712002,JLN GOMBAK BT 10 / KG SG SALAK
24,981712003,JLN PHG / JLN GOMBAK BT 12
24,981712004,JLN PHG / JLN GOMBAK BT 23
24,981712005,HOSPITAL O/ASLI
24,981712006,SG PUSU
24,981712007,DESA MOKMIN / MAKMUR
24,981712008,JHOA
24,981712009,KG O/ASLI BT 16 GOMBAK
24,981712010,KG O/ASLI BT 15 / KM 24 GOMBAK
24,981712011,KG O/ASLI SG RELANG
24,981712012,JLN SENTOSA 1 - 2
24,981712013,APT UIA GOMBAK
24,981712014,JALAN GOMBAK BATU 11
24,981712020,QRTS GURU SM TEKNIK
24,981712022,VILLA BESTARI
24,981712023,TMN PERMAI JAYA
24,981712024,TMN DESA GEMILANG
25,981713001,TAMAN KAMARIAH
25,981713002,BATU 5/6 JALAN GOMBAK
25,981713003,JLN GJ 1 - 7 TMN GOMBAK JAYA
25,981713004,R/PANGSA TMN GOMBAK JAYA
25,981713005,TAMAN CEMERLANG
25,981713006,TAMAN GOMBAK JAYA
25,981713007,JLN GJ 1 TMN GOMBAK JAYA
25,981713011,JLN GJ 7 TMN GOMBAK JAYA
25,981713012,BLOK MELOR TMN GOMBAK JAYA
26,981714001,TMN SRI GOMBAK
26,981714002,JLN SG 1/20 - 31
26,981714003,JLN SG 10/1 - 10
26,981714004,JLN SG 10/11 - 13
26,981714005,JLN S/G 1/20
26,981714006,JLN S/G  1/21
26,981714007,JLN S/G  1/22
26,981714008,JLN S/G  1/23
26,981714009,JLN S/G  1/24
26,981714010,JLN S/G  1/25
26,981714011,JLN S/G  1/26
26,981714012,JLN S/G  1/27
26,981714013,JLN S/G  1/28
26,981714015,JLN S/G  1/30
26,981714016,JLN S/G  1/31
26,981714017,JLN S/G  10/1
26,981714018,JLN S/G  10/2
26,981714020,JLN S/G  10/4
26,981714021,JLN S/G  10/5
26,981714022,JLN S/G  10/6
26,981714023,JLN S/G  10/7
26,981714024,JLN S/G  10/8
26,981714025,JLN S/G  10/9
26,981714026,JLN S/G  10/10
26,981714027,JLN S/G  10/11
26,981714028,JLN S/G  10/12
26,981714801,PEMILIH TIDAK HADIR
27,981715001,JLN SG 8/1 - 50
27,981715002,JLN MUHIBAH
27,981715003,TMN BKT PERMATA
27,981715004,JLN S/G  8/1
27,981715005,JLN S/G  8/2
27,981715006,JLN S/G  8/3
27,981715007,JLN S/G  8/4
27,981715008,JLN S/G  8/5
27,981715009,JLN S/G  8/6
27,981715010,JLN S/G  8/7
27,981715011,JLN S/G  8/8
27,981715012,JLN S/G  8/9
27,981715014,JLN S/G  8/11
27,981715015,JLN S/G  8/12
27,981715801,PEMILIH TIDAK HADIR
28,981801001,TMN MELAWATI / JLN BANDAR 1/ JLN BANDAR 1- JLN BAN
28,981801005,KG PAJAR
28,981801701,BALAI POLIS TMN MELAWATI
28,981801801,PEMILIH TAK HADIR
29,981802001,KG KLANG GATE BAHARU
29,981802002,JLN RUSA KLANG GATE BAHARU
29,981802003,LRG KIJANG
29,981802004,LRG KANCIL
29,981802005,JLN KOLAM AIR
29,981802008,LRG PELANDOK
29,981802010,LRG SEKOLAH
29,981802011,JLN SELADANG
29,981802012,JLN SELADANG 2
30,981803001,JLN A ( JLN A1 - JLNA11 )
30,981803002,JLN B ( JLN B2 - B12 )
30,981803003,JLN J ( JLN J1 - JLN J15 )
30,981803004,JLN K ( JLN K1 - JLN K4 )/RIVER/AMBER HILL
30,981803005,JLN L ( JLN L1 - JLN L6 )
30,981803006,JLN MELAWATI 5
30,981803007,P/PURI MELAWATI
30,981803008,TIARA KEMENSAH / SAUJANA MELAWATI
30,981803009,PRIMA COURT
30,981803010,TMN UKAY PRIMA
30,981803011,PESONA VILLA
30,981803012,TMN BUKIT KEMENSAH
30,981803013,JLN 5/1A KEMANSAH HEIGHTS
30,981803014,TMN MELATI INDAH
30,981803015,JLN TIARA
30,981803016,KEMANSAH VILLA CONDO
30,981803017,JLN KEMANSAH 5
30,981803018,JLN KEMENSAH 6
30,981803019,JLN KEMENSAH 7
30,981803020,KEMENSAH HEIGHTS
30,981803021,TMN KEMANSAH
30,981803022,JLN A/1
30,981803023,JLN A/2
30,981803024,JLN A/4
30,981803026,JLN A/5
30,981803027,JLN A/6
30,981803028,JLN A/7
30,981803029,JLN A/8
30,981803030,JLN A/9
30,981803031,JLN A/10
30,981803032,JLN A/11
30,981803033,JLN B/2
30,981803034,JLN B/3
30,981803036,JLN B/5
30,981803037,JLN B/6
30,981803038,JLN B/7
30,981803039,JLN B/8
30,981803040,JLN B/9
30,981803041,JLN B/10
30,981803043,JLN B/12
30,981803044,JLN J/1
30,981803045,JLN J/2
30,981803046,JLN J/3
30,981803047,JLN J/4
30,981803048,JLN J/5
30,981803049,JLN J/6
30,981803050,JLN J/7
30,981803052,JLN J/10
30,981803053,JLN J/11
30,981803054,JLN J/12
30,981803055,JLN J/13
30,981803056,JLN J/14
30,981803057,JLN J/15
30,981803058,JLN J/16
30,981803060,JLN K/2
30,981803061,JLN K/3
30,981803062,JLN K/4
30,981803063,JLN L/1
30,981803065,JLN L/4
30,981803801,PEMILIH TAK HADIR
31,981804001,KG KEMANSAH
31,981804002,LRG TIMUR ZOOVIEW
31,981804003,LRG LINTANG ZOOVIEW
31,981804004,KG KEMANSAH
31,981804005,TMN HULU KELANG
31,981804006,ZOO NEGARA
31,981804007,LRG BARAT ZOOVIEW
31,981804008,JLN LENGKONG ZOOVIEW
31,981804009,KEMESAH HILIR
31,981804010,JLN LIKU
31,981804011,JLN KASAWARI
31,981804012,JLN KENARI
31,981804013,JLN SEMPADAN ZOOVIEW
31,981804014,KG O/ASLI HULU KLANG
31,981804015,JLN LEE WOON
31,981804016,DESA HARAS
31,981804017,LRG KASAWARI 2
31,981804018,JALAN BUL BUL
31,981804019,TAMAN ZOOVIEW
31,981804020,QTS KOMANDAN INST B B M
32,981805001,KG PASIR / BT 7 - BT 8 HULU KELANG
32,981805002,TMN AL-RIDHUAN/KG PASIR/ESTANA COURT KONDOMINIUM
32,981805003,TMN UKAY BISTARI
32,981805004,TMN VILLA TERATAI
32,981805005,TMN ANDAMAN UKAY
32,981805025,TMN SERING UKAY
32,981805801,PEMILIH TAK HADIR
33,981806001,TMN PERMATA
33,981806002,JLN PERMATA 1
33,981806003,JLN PERMATA 2
33,981806004,JLN PERMATA 3
33,981806005,JLN PERMATA 5
33,981806006,JLN PERMATA 4
33,981806007,JLN PERMATA 6
33,981806008,JLN PERMATA 7
33,981806009,JLN PERMATA 8
33,981806010,JLN PERMATA 9
33,981806011,JLN PERMATA 10
33,981806012,JLN PERMATA 11
33,981806013,JLN PERMATA 12
33,981806015,JLN PERMATA 14
33,981806016,JLN PERMATA 15
33,981806017,JLN PERMATA 16
33,981806018,JLN PERMATA 17
33,981806019,JLN PERMATA 18
33,981806020,JLN PERMATA 19
33,981806021,JLN PERMATA 20
33,981806022,JLN PERMATA 21
33,981806023,JLN PERMATA 22
33,981806024,JLN PERMATA 23
33,981806025,PERSIARAN PERMATA
33,981806027,CHANGKAT PERMATA
33,981806801,PEMILIH TIDAK HADIR
34,981807001,JLN AU 4
34,981807004,JLN AU 4/1
34,981807005,JLN AU 4/2
34,981807007,JLN AU 4/3
34,981807008,JLN AU 4/4
34,981807009,JLN AU 4/4 A
34,981807010,JLN AU 4/5
34,981807011,JLN AU 4/6
34,981807012,JLN AU 4/7
34,981807013,JLN AU 4/9
34,981807014,JLN AU 4/9 A
34,981807015,JLN AU 4/9 B
34,981807017,JLN AU 4/9 D
34,981807018,JLN AU 4/11
34,981807020,JLN AU 4/15
34,981807021,JLN AU 4/17 A
34,981807022,JLN AU 4/17 B
34,981807023,JLN AU 4/17 C
34,981807024,JLN AU 4/17 D
34,981807025,JLN AU 4/19 A
34,981807026,JLN AU 4/19 B
34,981807801,PEMILIH TAK HADIR
35,981808001,TMN SEPAKAT / AU3
35,981808002,JLN AU 3
35,981808003,JLN AU 3/1
35,981808004,JLN AU 3/5
35,981808006,JLN AU 3/7
35,981808007,JLN AU 3/7 A
35,981808008,JLN AU 3/7 B
35,981808009,JLN AU 3/8
35,981808010,JLN AU 3/10
35,981808012,JLN AU 3/12
35,981808013,JLN AU 3/14
35,981808014,JLN AU 3/16
35,981808016,JLN AU 3/16 B
35,981808017,JLN AU 3/16 C
35,981808018,JLN AU 3/18
35,981808019,JLN AU 3/23
35,981808020,JLN AU 3/25
35,981808021,JLN AU 3/27
35,981808023,JLN AU 3/29
35,981808024,JLN AU 3/29 A
35,981808026,JLN AU 3/31
35,981808029,JLN 7/56
35,981808801,PEMILIH TAK HADIR
36,981809001,TMN SRI KERAMAT
36,981809002,JLN AU 2A - JLN AU2A/23
36,981809003,JLN AU 2A
36,981809004,JLN AU 2A/1
36,981809005,JLN AU 2A/2
36,981809006,JLN AU 2A/3
36,981809007,JLN AU 2A/4
36,981809008,JLN AU 2A/5
36,981809009,JLN AU 2A/6
36,981809011,JLN AU 2A/8
36,981809012,JLN AU 2A/9
36,981809013,JLN AU 2A/10
36,981809015,JLN AU 2A/12
36,981809016,JLN AU 2A/13
36,981809017,JLN AU 2A/14
36,981809018,JLN AU 2A/15
36,981809019,JLN AU 2A/16
36,981809020,JLN AU 2A/18
36,981809021,JLN AU 2A/19
36,981809022,JLN AU 2A/20
36,981809023,JLN AU 2A/21
36,981809025,JLN AU 2A/23
36,981809801,PEMILIH TAK HADIR
37,981810001,"JLN AU 1-1A/4,C1- C/4, 1C/J/ KG KERAMAT PERMAI"
37,981810002,BLK 1-12 JLN AU 1A/1
37,981810003,BLK 1-5 AU 1A/3
37,981810004,P/PURI BKT BARU / KG BKT PERMAI/ BKT PERMAI
37,981810005,APT MAYA / KG SRI PERMAI / WARISAN
37,981810801,PEMILIH TAK HADIR
38,981811001,R/PANGSA PKNS TMN KERAMAT BLK A - W
38,981811002,R/PANGSA BLOK A
38,981811003,R/PANGSA BLOK B
38,981811004,R/PANGSA BLOK C
38,981811005,R/PANGSA BLOK D
38,981811006,R/PANGSA BLOK E
38,981811007,R/PANGSA BLOK F
38,981811008,R/PANGSA BLOK G
38,981811009,R/PANGSA BLOK H
38,981811012,R/PANGSA BLOK N
38,981811014,R/PANGSA BLOK P
38,981811015,R/PANGSA BLOK Q
38,981811016,R/PANGSA BLOK R
38,981811017,R/PANGSA BLOK S
38,981811018,R/PANGSA BLOK T
38,981811019,R/PANGSA BLOK U
38,981811020,R/PANGSA BLOK V
38,981811021,R/PANGSA BLOK W
38,981811022,R/PANGSA BLOK I
39,981812001,KUALA AMPANG / KG BAHARU ULU KELANG
39,981812003,RUMAH JABATAN TALI AYER
39,981812005,LRG AWAN 2
39,981812007,LRG AWAN 4
39,981812008,LRG AWAN 5
39,981812009,LRG AWAN 6
39,981812010,LRG AWAN 7
39,981812012,LRG AWAN 9
39,981812013,LRG AWAN 10
39,981812017,LRG AWAN 16
39,981812018,LRG AWAN 18
39,981812021,JLN AWAN
39,981812022,JLN KABUS
39,981812027,LRG KABUS 5
39,981812029,LRG KABUS 7
39,981812034,JLN EMBUN
39,981812037,LRG EMBUN 2
39,981812038,LRG EMBUN 3
39,981812040,JLN SINAR
39,981812042,JLN GURUH
39,981812044,JLN ANGIN
39,981812801,PEMILIH TAK HADIR
40,981813001,JLN F/1 - F/21
40,981813002,JLN H/1 - H/17
40,981813003,JLN I/1  -  I/10
40,981813004,JLN M/3  -  M/4
40,981813005,JLN N/1 -  N/9
40,981813006,JLN P/1 -  P/4
40,981813008,BUKIT MAS
40,981813009,HILLSIDE  APT
40,981813010,JLN F/1 TMN MELAWATI
40,981813011,JLN F/2
40,981813012,JLN F/3
40,981813013,JLN F/4
40,981813014,JLN F/5
40,981813015,JLN F/6
40,981813016,JLN F/7
40,981813017,JLN F/8
40,981813018,JLN F/9
40,981813019,JLN F/10
40,981813020,JLN F/11
40,981813021,JLN F/12
40,981813022,JLN F/14
40,981813023,JLN F/15
40,981813024,JLN F/16
40,981813026,JLN H/1
40,981813027,JLN H/2
40,981813029,JLN H/4
40,981813031,JLN H/6
40,981813033,JLN H/8
40,981813034,JLN H/9
40,981813036,JLN H/11
40,981813037,JLN H/12
40,981813038,JLN H/13
40,981813039,JLN H/14
40,981813040,JLN H/15
40,981813041,JLN H/16
40,981813043,JLN I/1
40,981813044,JLN I/2
40,981813045,JLN I/3
40,981813049,JLN I/7
40,981813051,JLN I/9
40,981813052,JLN I/10
40,981813054,JLN M/4
40,981813058,JLN N/4
40,981813060,JLN N/6
40,981813063,JLN P/1
40,981813064,JLN P/2
40,981813065,JLN P/3
40,981813066,JLN P/4
40,981813801,PEMILIH TIDAK HADIR
41,981814001,TMN LEMBAH KERAMAT / JLN AU 5 / JLN AU 5C
41,981814002,JLN AU 5
41,981814003,JLN AU 5C
41,981814004,JLN AU 5C/1
41,981814005,JLN AU 5C/2
41,981814006,JLN AU 5C/3
41,981814007,JLN AU 5C/4
41,981814008,JLN AU 5C/5
41,981814009,JLN AU 5C/6
41,981814010,JLN AU 5C/7
41,981814012,JLN AU 5C/7 C
41,981814015,JLN AU 5C/9
41,981814017,JLN AU 5C/11
41,981814018,JLN AU 5C/12
41,981814019,JLN AU 5C/13
41,981814020,JLN AU 5C/14
41,981814021,JLN AU 5C/16
41,981814801,PEMILIH TAK HADIR
42,981815001,TMN DESA KERAMAT
42,981815002,JLN AU 2B  -  2B1
42,981815003,JLN AU 2C  -  2C/9
42,981815004,QRTS  POLIS HULU KELANG
42,981815701,BALAI POLIS HULU KELANG
42,981815801,PEMILIH TIDAK HADIR
43,981816001,JLN AU 5D
44,981817001,JLN AU 1B/1 - JLN AU 1B/2
44,981817002,BLK A - M
44,981817801,PEMILIH TIDAK HADIR
45,981818001,TMN UKAY PERDANA
45,981818002,APT SRI BAIDURI UP 4
45,981818003,APT SRI MELUR UP 4
45,981818004,APT SRI RAYA UP 4
45,981818005,APT SRI PUTRI UP 2
45,981818006,APT SRI KAYANGAN UP 2
45,981818007,P/PURI WIRA / RIVEA RISE
45,981818008,APT SRI RAYA UP 2
45,981818009,APT  DESIRA
45,981818010,APT MAYVILLE
45,981818011,MULBERRY COURT
45,981818012,APT SRI MOLOK
45,981818013,RAYANA RISE
45,981818014,SPRING VILLE
45,981818015,KG SG SERING
45,981818016,APT SRI IMPIAN
45,981818017,TMN SIERRA UKAY
45,981818018,P/PURI SRI HIJAUAN
45,981818019,TAMAN UKAY INDAH
45,981818701,BALAI POLIS UKAY
46,981819001,R/PANGSA AU3 ( BLOK 1 - 15 )
46,981819801,PEMILIH TIDAK HADIR
47,981820001,JALAN C ( JLN C/1 -  JLN C/12)
47,981820002,JLN E ( JLN E1 - JLN E10 )
47,981820003,JLN G/1 -  G/3
47,981820801,PEMILIH TIDAK HADIR
